timestamp,z20_y0_x0,z20_y0_x5,z20_y0_x10,z20_y0_x15,z20_y0_x20,z20_y0_x25,z20_y0_x30,z20_y0_x35,z20_y0_x40,z20_y0_x45,z20_y0_x50,z20_y0_x55,z20_y0_x60,z20_y0_x65,z20_y0_x70,z20_y0_x75,z20_y0_x80,z25_y0_x0,z25_y0_x5,z25_y0_x10,z25_y0_x15,z25_y0_x20,z25_y0_x25,z25_y0_x30,z25_y0_x35,z25_y0_x40,z25_y0_x45,z25_y0_x50,z25_y0_x55,z25_y0_x60,z25_y0_x65,z25_y0_x70,z25_y0_x75,z25_y0_x80,z30_y0_x0,z30_y0_x5,z30_y0_x10,z30_y0_x15,z30_y0_x20,z30_y0_x25,z30_y0_x30,z30_y0_x35,z30_y0_x40,z30_y0_x45,z30_y0_x50,z30_y0_x55,z30_y0_x60,z30_y0_x65,z30_y0_x70,z30_y0_x75,z30_y0_x80,z35_y0_x0,z35_y0_x5,z35_y0_x10,z35_y0_x15,z35_y0_x20,z35_y0_x25,z35_y0_x30,z35_y0_x35,z35_y0_x40,z35_y0_x45,z35_y0_x50,z35_y0_x55,z35_y0_x60,z35_y0_x65,z35_y0_x70,z35_y0_x75,z35_y0_x80,z40_y0_x0,z40_y0_x5,z40_y0_x10,z40_y0_x15,z40_y0_x20,z40_y0_x25,z40_y0_x30,z40_y0_x35,z40_y0_x40,z40_y0_x45,z40_y0_x50,z40_y0_x55,z40_y0_x60,z40_y0_x65,z40_y0_x70,z40_y0_x75,z40_y0_x80,z45_y0_x0,z45_y0_x5,z45_y0_x10,z45_y0_x15,z45_y0_x20,z45_y0_x25,z45_y0_x30,z45_y0_x35,z45_y0_x40,z45_y0_x45,z45_y0_x50,z45_y0_x55,z45_y0_x60,z45_y0_x65,z45_y0_x70,z45_y0_x75,z45_y0_x80,z50_y0_x0,z50_y0_x5,z50_y0_x10,z50_y0_x15,z50_y0_x20,z50_y0_x25,z50_y0_x30,z50_y0_x35,z50_y0_x40,z50_y0_x45,z50_y0_x50,z50_y0_x55,z50_y0_x60,z50_y0_x65,z50_y0_x70,z50_y0_x75,z50_y0_x80,z55_y0_x0,z55_y0_x5,z55_y0_x10,z55_y0_x15,z55_y0_x20,z55_y0_x25,z55_y0_x30,z55_y0_x35,z55_y0_x40,z55_y0_x45,z55_y0_x50,z55_y0_x55,z55_y0_x60,z55_y0_x65,z55_y0_x70,z55_y0_x75,z55_y0_x80,z60_y0_x0,z60_y0_x5,z60_y0_x10,z60_y0_x15,z60_y0_x20,z60_y0_x25,z60_y0_x30,z60_y0_x35,z60_y0_x40,z60_y0_x45,z60_y0_x50,z60_y0_x55,z60_y0_x60,z60_y0_x65,z60_y0_x70,z60_y0_x75,z60_y0_x80
1665036000,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665039600,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665043200,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665046800,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665050400,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665054000,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665057600,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665061200,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665064800,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
1665068400,-23.7254312604,-23.18858740824,-22.65174355608,-22.11489970392,-21.57805585176,-21.0412119996,-55.41080130846,-89.78039061732,-124.14997992618,-158.51956923504,-192.8891585439,-357.17823107825,-521.4673036126,-685.75637614695,-850.0454486813,-1014.33452121565,-1178.62359375,-23.2700953617,-23.248378881495,-23.22666240129,-23.204945921085,-23.18322944088,-23.161512960675,-49.74255517608,-76.323597391485,-102.90463960689,-129.485681822295,-156.0667240377,-294.475166612563,-432.883609187425,-571.292051762288,-709.70049433715,-848.108936912013,-986.517379486875,-22.814759463,-23.30817035475,-23.8015812465,-24.29499213825,-24.78840303,-25.28181392175,-44.0743090437,-62.86680416565,-81.6592992876,-100.45179440955,-119.2442895315,-231.772102146875,-344.29991476225,-456.827727377625,-569.355539993,-681.883352608375,-794.41116522375,-22.3594235643,-23.367961828005,-24.37650009171,-25.385038355415,-26.39357661912,-27.402114882825,-38.40606291132,-49.410010939815,-60.41395896831,-71.417906996805,-82.4218550253,-169.069037681188,-255.716220337075,-342.363402992963,-429.01058564885,-515.657768304738,-602.304950960625,-21.9040876656,-23.42775330126,-24.95141893692,-26.47508457258,-27.99875020824,-29.5224158439,-32.73781677894,-35.95321771398,-39.16861864902,-42.38401958406,-45.5994205191,-106.3659732155,-167.1325259119,-227.8990786083,-288.6656313047,-349.4321840011,-410.1987366975,-35.2366127892,-44.05744854294,-52.87828429668,-61.69912005042,-70.51995580416,-79.3407915579,-93.27059432994,-107.20039710198,-121.13019987402,-135.06000264606,-148.9898054181,-191.4290602464,-233.8683150747,-276.307569903,-318.7468247313,-361.1860795596,-403.6253343879,-48.5691379128,-64.68714378462,-80.80514965644,-96.92315552826,-113.04116140008,-129.1591672719,-153.80337188094,-178.44757648998,-203.09178109902,-227.73598570806,-252.3801903171,-276.4921472773,-300.6041042375,-324.7160611977,-348.8280181579,-372.9399751181,-397.0519320783,-61.9016630364,-85.3168390263,-108.7320150162,-132.1471910061,-155.562366996,-178.9775429859,-214.33614943194,-249.69475587798,-285.05336232402,-320.41196877006,-355.7705752161,-361.5552343082,-367.3398934003,-373.1245524924,-378.9092115845,-384.6938706766,-390.4785297687,-75.23418816,-105.94653426798,-136.65888037596,-167.37122648394,-198.08357259192,-228.7959186999,-274.86892698294,-320.94193526598,-367.01494354902,-413.08795183206,-459.1609601151,-446.6183213391,-434.0756825631,-421.5330437871,-408.9904050111,-396.4477662351,-383.9051274591
